Date,Count
19-Mar-16,1106
19-Mar-16,4
19-Mar-16,136
19-Mar-16,245
19-Mar-16,1
19-Mar-16,7
19-Mar-16,1
19-Mar-16,10
19-Mar-16,76
19-Mar-16,45
19-Mar-16,24
19-Mar-16,1
19-Mar-16,39
19-Mar-16,6
19-Mar-16,20
19-Mar-16,4
19-Mar-16,610
19-Mar-16,1
19-Mar-16,7
19-Mar-16,3
19-Mar-16,30
19-Mar-16,1
19-Mar-16,99
19-Mar-16,4
19-Mar-16,1
19-Mar-16,1
19-Mar-16,8
19-Mar-16,66
19-Mar-16,5
19-Mar-16,735
19-Mar-16,7
19-Mar-16,8
19-Mar-16,1
19-Mar-16,1
19-Mar-16,118
19-Mar-16,59
19-Mar-16,21
19-Mar-16,61
19-Mar-16,2
19-Mar-16,74
19-Mar-16,57
19-Mar-16,1
19-Mar-16,107
19-Mar-16,1
19-Mar-16,1
19-Mar-16,1
19-Mar-16,16
19-Mar-16,4
19-Mar-16,440
19-Mar-16,97
19-Mar-16,21
19-Mar-16,2
19-Mar-16,3
18-Mar-16,21
18-Mar-16,70
18-Mar-16,47
18-Mar-16,48
18-Mar-16,40
18-Mar-16,27
18-Mar-16,7
18-Mar-16,255
18-Mar-16,8
18-Mar-16,27
18-Mar-16,50
18-Mar-16,2
18-Mar-16,154
18-Mar-16,1
18-Mar-16,15
18-Mar-16,110
18-Mar-16,1050
18-Mar-16,18
18-Mar-16,128
18-Mar-16,531
18-Mar-16,4
18-Mar-16,3
18-Mar-16,7
18-Mar-16,1
18-Mar-16,2
18-Mar-16,1
18-Mar-16,46
18-Mar-16,8
18-Mar-16,1
18-Mar-16,2
18-Mar-16,2
18-Mar-16,68
18-Mar-16,6
18-Mar-16,27
18-Mar-16,126
18-Mar-16,1
18-Mar-16,1524
18-Mar-16,96
18-Mar-16,86
18-Mar-16,2
18-Mar-16,1
18-Mar-16,9
18-Mar-16,25
18-Mar-16,101
18-Mar-16,549
18-Mar-16,7
18-Mar-16,2
18-Mar-16,2
18-Mar-16,5
18-Mar-16,60
18-Mar-16,42
18-Mar-16,5
18-Mar-16,2
18-Mar-16,8
18-Mar-16,71
18-Mar-16,3
18-Mar-16,1
18-Mar-16,66
18-Mar-16,12
18-Mar-16,8
18-Mar-16,20
18-Mar-16,5
18-Mar-16,1
18-Mar-16,4
18-Mar-16,1
18-Mar-16,41
18-Mar-16,495
18-Mar-16,36
18-Mar-16,19
18-Mar-16,320
18-Mar-16,2
18-Mar-16,3
18-Mar-16,2
17-Mar-16,29
17-Mar-16,4
17-Mar-16,11
17-Mar-16,3
17-Mar-16,12
17-Mar-16,611
17-Mar-16,80
17-Mar-16,52
17-Mar-16,2
17-Mar-16,1
17-Mar-16,2
17-Mar-16,78
17-Mar-16,50
17-Mar-16,122
17-Mar-16,3
17-Mar-16,6
17-Mar-16,3
17-Mar-16,1
17-Mar-16,101
17-Mar-16,104
17-Mar-16,107
17-Mar-16,143
17-Mar-16,36
17-Mar-16,840
17-Mar-16,2
17-Mar-16,2
17-Mar-16,4
17-Mar-16,24
17-Mar-16,13
17-Mar-16,2
17-Mar-16,3
17-Mar-16,12
17-Mar-16,16
17-Mar-16,266
17-Mar-16,10
17-Mar-16,3
17-Mar-16,2
17-Mar-16,330
17-Mar-16,114
17-Mar-16,28
17-Mar-16,198
17-Mar-16,1
17-Mar-16,2
17-Mar-16,3
17-Mar-16,1692
17-Mar-16,4
17-Mar-16,1022
17-Mar-16,4
17-Mar-16,37
17-Mar-16,2
17-Mar-16,2
17-Mar-16,12
17-Mar-16,65
17-Mar-16,143
17-Mar-16,84
17-Mar-16,53
17-Mar-16,1
17-Mar-16,1
17-Mar-16,58
17-Mar-16,3
17-Mar-16,26
17-Mar-16,152
17-Mar-16,17
17-Mar-16,1
17-Mar-16,49
17-Mar-16,1
17-Mar-16,75
17-Mar-16,13
17-Mar-16,1
17-Mar-16,22
17-Mar-16,1
17-Mar-16,522
17-Mar-16,1
17-Mar-16,24
17-Mar-16,25
17-Mar-16,9
16-Mar-16,39
16-Mar-16,8
16-Mar-16,1
16-Mar-16,16
16-Mar-16,27
16-Mar-16,3
16-Mar-16,138
16-Mar-16,6
16-Mar-16,1
16-Mar-16,93
16-Mar-16,24
16-Mar-16,650
16-Mar-16,146
16-Mar-16,68
16-Mar-16,79
16-Mar-16,2
16-Mar-16,63
16-Mar-16,148
16-Mar-16,7
16-Mar-16,42
16-Mar-16,98
16-Mar-16,45
16-Mar-16,2
16-Mar-16,19
16-Mar-16,2
16-Mar-16,10
16-Mar-16,4
16-Mar-16,9
16-Mar-16,6
16-Mar-16,5
16-Mar-16,70
16-Mar-16,2
16-Mar-16,2
16-Mar-16,5
16-Mar-16,14
16-Mar-16,37
16-Mar-16,3
16-Mar-16,168
16-Mar-16,1
16-Mar-16,3
16-Mar-16,1
16-Mar-16,26
16-Mar-16,7
16-Mar-16,7
16-Mar-16,12
16-Mar-16,1
16-Mar-16,441
16-Mar-16,1
16-Mar-16,795
16-Mar-16,54
16-Mar-16,8
16-Mar-16,1
16-Mar-16,77
16-Mar-16,1
16-Mar-16,1
16-Mar-16,17
16-Mar-16,37
16-Mar-16,310
16-Mar-16,28
16-Mar-16,1008
16-Mar-16,63
16-Mar-16,7
16-Mar-16,1
16-Mar-16,1
16-Mar-16,1
16-Mar-16,10
16-Mar-16,67
16-Mar-16,49
16-Mar-16,104
16-Mar-16,305
16-Mar-16,1788
16-Mar-16,30
16-Mar-16,1
16-Mar-16,1
16-Mar-16,2
16-Mar-16,1
16-Mar-16,80
16-Mar-16,15
16-Mar-16,5
15-Mar-16,9
15-Mar-16,58
15-Mar-16,14
15-Mar-16,115
15-Mar-16,8
15-Mar-16,132
15-Mar-16,4
15-Mar-16,4
15-Mar-16,3
15-Mar-16,10
15-Mar-16,1
15-Mar-16,1
15-Mar-16,129
15-Mar-16,5
15-Mar-16,79
15-Mar-16,61
15-Mar-16,348
15-Mar-16,460
15-Mar-16,156
15-Mar-16,11
15-Mar-16,4
15-Mar-16,1
15-Mar-16,18
15-Mar-16,27
15-Mar-16,1
15-Mar-16,66
15-Mar-16,1668
15-Mar-16,1020
15-Mar-16,1
15-Mar-16,1
15-Mar-16,4
15-Mar-16,41
15-Mar-16,1204
15-Mar-16,21
15-Mar-16,2
15-Mar-16,18
15-Mar-16,1
15-Mar-16,65
15-Mar-16,7
15-Mar-16,78
15-Mar-16,2
15-Mar-16,1
15-Mar-16,1
15-Mar-16,657
15-Mar-16,60
15-Mar-16,2
15-Mar-16,63
15-Mar-16,1
15-Mar-16,168
15-Mar-16,1
15-Mar-16,36
15-Mar-16,6
15-Mar-16,4
15-Mar-16,9
15-Mar-16,58
15-Mar-16,164
15-Mar-16,56
15-Mar-16,699
15-Mar-16,3
15-Mar-16,12
15-Mar-16,70
15-Mar-16,35
15-Mar-16,15
15-Mar-16,169
15-Mar-16,3
15-Mar-16,14
15-Mar-16,1
15-Mar-16,1
15-Mar-16,37
15-Mar-16,1
15-Mar-16,2
15-Mar-16,46
15-Mar-16,1
15-Mar-16,6
15-Mar-16,2
14-Mar-16,109
14-Mar-16,5
14-Mar-16,166
14-Mar-16,17
14-Mar-16,8
14-Mar-16,45
14-Mar-16,5
14-Mar-16,115
14-Mar-16,4
14-Mar-16,12
14-Mar-16,43
14-Mar-16,4
14-Mar-16,2
14-Mar-16,51
14-Mar-16,69
14-Mar-16,1
14-Mar-16,4
14-Mar-16,12
14-Mar-16,2
14-Mar-16,11
14-Mar-16,3
14-Mar-16,855
14-Mar-16,79
14-Mar-16,14
14-Mar-16,1
14-Mar-16,1
14-Mar-16,19
14-Mar-16,108
14-Mar-16,23
14-Mar-16,518
14-Mar-16,29
14-Mar-16,39
14-Mar-16,10
14-Mar-16,57
14-Mar-16,43
14-Mar-16,7
14-Mar-16,129
14-Mar-16,1
14-Mar-16,49
14-Mar-16,20
14-Mar-16,1
14-Mar-16,7
14-Mar-16,2
14-Mar-16,952
14-Mar-16,66
14-Mar-16,2
14-Mar-16,3
14-Mar-16,30
14-Mar-16,2
14-Mar-16,2
14-Mar-16,61
14-Mar-16,1740
14-Mar-16,2
14-Mar-16,17
14-Mar-16,17
14-Mar-16,13
14-Mar-16,3
14-Mar-16,2
14-Mar-16,51
14-Mar-16,540
14-Mar-16,165
14-Mar-16,480
14-Mar-16,41
14-Mar-16,1
14-Mar-16,11
14-Mar-16,79
14-Mar-16,2
14-Mar-16,4
14-Mar-16,1
14-Mar-16,1
14-Mar-16,94
14-Mar-16,351
14-Mar-16,1
14-Mar-16,2
13-Mar-16,2
13-Mar-16,3
13-Mar-16,12
13-Mar-16,15
13-Mar-16,56
13-Mar-16,2
13-Mar-16,8
13-Mar-16,45
13-Mar-16,673
13-Mar-16,43
13-Mar-16,55
13-Mar-16,122
13-Mar-16,1
13-Mar-16,52
13-Mar-16,1
13-Mar-16,56
13-Mar-16,49
13-Mar-16,126
13-Mar-16,370
13-Mar-16,34
13-Mar-16,9
13-Mar-16,146
13-Mar-16,4
13-Mar-16,22
13-Mar-16,22
13-Mar-16,146
13-Mar-16,2
13-Mar-16,1
13-Mar-16,9
13-Mar-16,4
13-Mar-16,1
13-Mar-16,40
13-Mar-16,567
13-Mar-16,20
13-Mar-16,2
13-Mar-16,13
13-Mar-16,1
13-Mar-16,145
13-Mar-16,4
13-Mar-16,1932
13-Mar-16,1
13-Mar-16,132
13-Mar-16,45
13-Mar-16,4
13-Mar-16,53
13-Mar-16,2
13-Mar-16,13
13-Mar-16,14
13-Mar-16,1064
13-Mar-16,34
13-Mar-16,1
13-Mar-16,1
13-Mar-16,4
13-Mar-16,100
13-Mar-16,160
13-Mar-16,12
13-Mar-16,40
13-Mar-16,348
13-Mar-16,2
13-Mar-16,1
13-Mar-16,10
13-Mar-16,1
13-Mar-16,675
13-Mar-16,23
13-Mar-16,65
13-Mar-16,1
13-Mar-16,41
13-Mar-16,15
13-Mar-16,49
13-Mar-16,2
12-Mar-16,2
12-Mar-16,639
12-Mar-16,1800
12-Mar-16,51
12-Mar-16,151
12-Mar-16,1
12-Mar-16,1036
12-Mar-16,336
12-Mar-16,5
12-Mar-16,14
12-Mar-16,12
12-Mar-16,25
12-Mar-16,5
12-Mar-16,1
12-Mar-16,1
12-Mar-16,7
12-Mar-16,16
12-Mar-16,656
12-Mar-16,55
12-Mar-16,142
12-Mar-16,19
12-Mar-16,48
12-Mar-16,3
12-Mar-16,4
12-Mar-16,22
12-Mar-16,168
12-Mar-16,36
12-Mar-16,1
12-Mar-16,80
12-Mar-16,6
12-Mar-16,9
12-Mar-16,4
12-Mar-16,5
12-Mar-16,3
12-Mar-16,44
12-Mar-16,44
12-Mar-16,27
12-Mar-16,14
12-Mar-16,68
12-Mar-16,139
12-Mar-16,7
12-Mar-16,19
12-Mar-16,5
12-Mar-16,135
12-Mar-16,122
12-Mar-16,1
12-Mar-16,3
12-Mar-16,18
12-Mar-16,1
12-Mar-16,16
12-Mar-16,3
12-Mar-16,46
12-Mar-16,3
12-Mar-16,73
12-Mar-16,58
12-Mar-16,410
12-Mar-16,60
12-Mar-16,40
12-Mar-16,9
12-Mar-16,28
12-Mar-16,945
12-Mar-16,1
12-Mar-16,5
12-Mar-16,7
12-Mar-16,79
12-Mar-16,1
12-Mar-16,63
12-Mar-16,1
12-Mar-16,16
12-Mar-16,12
11-Mar-16,1716
11-Mar-16,8
11-Mar-16,8
11-Mar-16,11
11-Mar-16,136
11-Mar-16,1
11-Mar-16,66
11-Mar-16,18
11-Mar-16,132
11-Mar-16,138
11-Mar-16,13
11-Mar-16,17
11-Mar-16,1
11-Mar-16,142
11-Mar-16,55
11-Mar-16,4
11-Mar-16,43
11-Mar-16,45
11-Mar-16,1
11-Mar-16,90
11-Mar-16,25
11-Mar-16,61
11-Mar-16,1
11-Mar-16,612
11-Mar-16,1
11-Mar-16,2
11-Mar-16,711
11-Mar-16,29
11-Mar-16,50
11-Mar-16,1
11-Mar-16,2
11-Mar-16,54
11-Mar-16,177
11-Mar-16,2
11-Mar-16,1
11-Mar-16,9
11-Mar-16,356
11-Mar-16,5
11-Mar-16,4
11-Mar-16,1
11-Mar-16,21
11-Mar-16,70
11-Mar-16,12
11-Mar-16,1
11-Mar-16,1
11-Mar-16,162
11-Mar-16,17
11-Mar-16,4
11-Mar-16,29
11-Mar-16,2
11-Mar-16,23
11-Mar-16,12
11-Mar-16,1
11-Mar-16,89
11-Mar-16,1
11-Mar-16,59
11-Mar-16,6
11-Mar-16,1
11-Mar-16,3
11-Mar-16,450
11-Mar-16,990
11-Mar-16,3
11-Mar-16,2
11-Mar-16,7
11-Mar-16,3
11-Mar-16,45
11-Mar-16,44
11-Mar-16,133
11-Mar-16,70
11-Mar-16,3
11-Mar-16,26
11-Mar-16,8
11-Mar-16,1
11-Mar-16,1120
11-Mar-16,1
11-Mar-16,1
10-Mar-16,1
10-Mar-16,64
10-Mar-16,1050
10-Mar-16,158
10-Mar-16,1
10-Mar-16,2
10-Mar-16,2
10-Mar-16,2
10-Mar-16,27
10-Mar-16,22
10-Mar-16,2
10-Mar-16,49
10-Mar-16,42
10-Mar-16,28
10-Mar-16,160
10-Mar-16,24
10-Mar-16,5
10-Mar-16,1
10-Mar-16,7
10-Mar-16,16
10-Mar-16,137
10-Mar-16,76
10-Mar-16,69
10-Mar-16,1
10-Mar-16,1
10-Mar-16,26
10-Mar-16,5
10-Mar-16,69
10-Mar-16,5
10-Mar-16,54
10-Mar-16,592
10-Mar-16,2
10-Mar-16,7
10-Mar-16,2
10-Mar-16,10
10-Mar-16,58
10-Mar-16,1
10-Mar-16,1
10-Mar-16,1
10-Mar-16,1
10-Mar-16,1
10-Mar-16,45
10-Mar-16,150
10-Mar-16,1
10-Mar-16,11
10-Mar-16,19
10-Mar-16,1
10-Mar-16,1
10-Mar-16,567
10-Mar-16,52
10-Mar-16,6
10-Mar-16,4
10-Mar-16,18
10-Mar-16,62
10-Mar-16,162
10-Mar-16,32
10-Mar-16,9
10-Mar-16,2
10-Mar-16,3
10-Mar-16,2
10-Mar-16,39
10-Mar-16,115
10-Mar-16,1
10-Mar-16,4
10-Mar-16,25
10-Mar-16,11
10-Mar-16,4
10-Mar-16,1
10-Mar-16,1
10-Mar-16,1
10-Mar-16,1692
10-Mar-16,74
10-Mar-16,15
10-Mar-16,59
10-Mar-16,11
10-Mar-16,132
10-Mar-16,675
10-Mar-16,400
10-Mar-16,338
10-Mar-16,5
09-Mar-16,1
09-Mar-16,1
09-Mar-16,89
09-Mar-16,54
09-Mar-16,7
09-Mar-16,46
09-Mar-16,16
09-Mar-16,134
09-Mar-16,4
09-Mar-16,140
09-Mar-16,651
09-Mar-16,1
09-Mar-16,2
09-Mar-16,2
09-Mar-16,17
09-Mar-16,15
09-Mar-16,25
09-Mar-16,2
09-Mar-16,2
09-Mar-16,118
09-Mar-16,176
09-Mar-16,25
09-Mar-16,32
09-Mar-16,56
09-Mar-16,924
09-Mar-16,3
09-Mar-16,70
09-Mar-16,2
09-Mar-16,5
09-Mar-16,6
09-Mar-16,1
09-Mar-16,9
09-Mar-16,1
09-Mar-16,6
09-Mar-16,12
09-Mar-16,4
09-Mar-16,1
09-Mar-16,3
09-Mar-16,119
09-Mar-16,520
09-Mar-16,40
09-Mar-16,6
09-Mar-16,62
09-Mar-16,1
09-Mar-16,1
09-Mar-16,19
09-Mar-16,6
09-Mar-16,26
09-Mar-16,29
09-Mar-16,2
09-Mar-16,27
09-Mar-16,73
09-Mar-16,2
09-Mar-16,10
09-Mar-16,1752
09-Mar-16,14
09-Mar-16,10
09-Mar-16,468
09-Mar-16,80
09-Mar-16,750
09-Mar-16,2
09-Mar-16,4
09-Mar-16,2
09-Mar-16,44
09-Mar-16,2
09-Mar-16,9
09-Mar-16,126
09-Mar-16,61
09-Mar-16,66
09-Mar-16,363
09-Mar-16,49
09-Mar-16,62
09-Mar-16,1
09-Mar-16,6
09-Mar-16,1
09-Mar-16,64
08-Mar-16,1
08-Mar-16,34
08-Mar-16,1
08-Mar-16,13
08-Mar-16,45
08-Mar-16,144
08-Mar-16,34
08-Mar-16,14
08-Mar-16,1692
08-Mar-16,1064
08-Mar-16,1
08-Mar-16,1
08-Mar-16,327
08-Mar-16,57
08-Mar-16,11
08-Mar-16,143
08-Mar-16,21
08-Mar-16,140
08-Mar-16,25
08-Mar-16,150
08-Mar-16,631
08-Mar-16,44
08-Mar-16,2
08-Mar-16,57
08-Mar-16,16
08-Mar-16,504
08-Mar-16,12
08-Mar-16,1
08-Mar-16,22
08-Mar-16,6
08-Mar-16,1
08-Mar-16,1
08-Mar-16,73
08-Mar-16,2
08-Mar-16,50
08-Mar-16,2
08-Mar-16,11
08-Mar-16,1
08-Mar-16,1
08-Mar-16,1
08-Mar-16,1
08-Mar-16,410
08-Mar-16,840
08-Mar-16,7
08-Mar-16,19
08-Mar-16,1
08-Mar-16,155
08-Mar-16,1
08-Mar-16,55
08-Mar-16,7
08-Mar-16,5
08-Mar-16,5
08-Mar-16,10
08-Mar-16,6
08-Mar-16,157
08-Mar-16,57
08-Mar-16,4
08-Mar-16,1
08-Mar-16,1
08-Mar-16,19
08-Mar-16,3
08-Mar-16,62
08-Mar-16,25
08-Mar-16,18
08-Mar-16,5
08-Mar-16,3
08-Mar-16,23
08-Mar-16,75
08-Mar-16,95
08-Mar-16,5
08-Mar-16,53
08-Mar-16,1
08-Mar-16,10
08-Mar-16,114
08-Mar-16,49
08-Mar-16,1
07-Mar-16,34
07-Mar-16,7
07-Mar-16,8
07-Mar-16,327
07-Mar-16,19
07-Mar-16,22
07-Mar-16,2
07-Mar-16,3
07-Mar-16,1716
07-Mar-16,146
07-Mar-16,20
07-Mar-16,141
07-Mar-16,50
07-Mar-16,141
07-Mar-16,143
07-Mar-16,49
07-Mar-16,9
07-Mar-16,48
07-Mar-16,2
07-Mar-16,1
07-Mar-16,73
07-Mar-16,38
07-Mar-16,24
07-Mar-16,1
07-Mar-16,2
07-Mar-16,1
07-Mar-16,2
07-Mar-16,164
07-Mar-16,5
07-Mar-16,16
07-Mar-16,129
07-Mar-16,51
07-Mar-16,3
07-Mar-16,21
07-Mar-16,633
07-Mar-16,4
07-Mar-16,2
07-Mar-16,2
07-Mar-16,53
07-Mar-16,7
07-Mar-16,44
07-Mar-16,1
07-Mar-16,18
07-Mar-16,13
07-Mar-16,44
07-Mar-16,1
07-Mar-16,68
07-Mar-16,1
07-Mar-16,20
07-Mar-16,430
07-Mar-16,113
07-Mar-16,4
07-Mar-16,49
07-Mar-16,2
07-Mar-16,1
07-Mar-16,1
07-Mar-16,4
07-Mar-16,3
07-Mar-16,55
07-Mar-16,567
07-Mar-16,2
07-Mar-16,5
07-Mar-16,36
07-Mar-16,11
07-Mar-16,6
07-Mar-16,30
07-Mar-16,8
07-Mar-16,1022
07-Mar-16,6
07-Mar-16,51
07-Mar-16,2
07-Mar-16,750
07-Mar-16,2
06-Mar-16,7
06-Mar-16,1560
06-Mar-16,33
06-Mar-16,2
06-Mar-16,34
06-Mar-16,27
06-Mar-16,11
06-Mar-16,112
06-Mar-16,13
06-Mar-16,1
06-Mar-16,145
06-Mar-16,1
06-Mar-16,59
06-Mar-16,23
06-Mar-16,5
06-Mar-16,2
06-Mar-16,2
06-Mar-16,41
06-Mar-16,9
06-Mar-16,54
06-Mar-16,2
06-Mar-16,6
06-Mar-16,2
06-Mar-16,64
06-Mar-16,30
06-Mar-16,115
06-Mar-16,131
06-Mar-16,31
06-Mar-16,49
06-Mar-16,924
06-Mar-16,30
06-Mar-16,6
06-Mar-16,68
06-Mar-16,8
06-Mar-16,253
06-Mar-16,2
06-Mar-16,1
06-Mar-16,2
06-Mar-16,9
06-Mar-16,7
06-Mar-16,555
06-Mar-16,77
06-Mar-16,16
06-Mar-16,17
06-Mar-16,1
06-Mar-16,1
06-Mar-16,46
06-Mar-16,42
06-Mar-16,423
06-Mar-16,137
06-Mar-16,121
06-Mar-16,2
06-Mar-16,4
06-Mar-16,1
06-Mar-16,66
06-Mar-16,1
06-Mar-16,9
06-Mar-16,1
06-Mar-16,2
06-Mar-16,5
06-Mar-16,9
06-Mar-16,12
06-Mar-16,350
06-Mar-16,3
06-Mar-16,9
06-Mar-16,2
06-Mar-16,1
06-Mar-16,15
06-Mar-16,61
06-Mar-16,630
06-Mar-16,84
06-Mar-16,36
06-Mar-16,1
05-Mar-16,3
05-Mar-16,4
05-Mar-16,118
05-Mar-16,9
05-Mar-16,1
05-Mar-16,2
05-Mar-16,2
05-Mar-16,14
05-Mar-16,480
05-Mar-16,133
05-Mar-16,99
05-Mar-16,10
05-Mar-16,2
05-Mar-16,9
05-Mar-16,1
05-Mar-16,994
05-Mar-16,29
05-Mar-16,1512
05-Mar-16,538
05-Mar-16,60
05-Mar-16,55
05-Mar-16,5
05-Mar-16,1
05-Mar-16,51
05-Mar-16,21
05-Mar-16,6
05-Mar-16,2
05-Mar-16,142
05-Mar-16,2
05-Mar-16,1
05-Mar-16,34
05-Mar-16,660
05-Mar-16,56
05-Mar-16,7
05-Mar-16,12
05-Mar-16,102
05-Mar-16,62
05-Mar-16,4
05-Mar-16,30
05-Mar-16,8
05-Mar-16,4
05-Mar-16,1
05-Mar-16,3
05-Mar-16,4
05-Mar-16,50
05-Mar-16,19
05-Mar-16,113
05-Mar-16,3
05-Mar-16,468
05-Mar-16,14
05-Mar-16,12
05-Mar-16,152
05-Mar-16,5
05-Mar-16,50
05-Mar-16,147
05-Mar-16,24
05-Mar-16,16
05-Mar-16,54
05-Mar-16,3
05-Mar-16,21
05-Mar-16,1
05-Mar-16,3
05-Mar-16,51
05-Mar-16,18
05-Mar-16,6
05-Mar-16,2
05-Mar-16,267
05-Mar-16,46
05-Mar-16,33
05-Mar-16,14
05-Mar-16,7
05-Mar-16,2
05-Mar-16,89
04-Mar-16,47
04-Mar-16,2
04-Mar-16,11
04-Mar-16,1
04-Mar-16,493
04-Mar-16,124
04-Mar-16,135
04-Mar-16,12
04-Mar-16,23
04-Mar-16,854
04-Mar-16,2
04-Mar-16,3
04-Mar-16,35
04-Mar-16,17
04-Mar-16,1
04-Mar-16,78
04-Mar-16,2
04-Mar-16,5
04-Mar-16,2
04-Mar-16,1
04-Mar-16,3
04-Mar-16,450
04-Mar-16,1
04-Mar-16,129
04-Mar-16,7
04-Mar-16,6
04-Mar-16,34
04-Mar-16,1
04-Mar-16,34
04-Mar-16,2
04-Mar-16,65
04-Mar-16,585
04-Mar-16,106
04-Mar-16,1
04-Mar-16,1500
04-Mar-16,4
04-Mar-16,72
04-Mar-16,23
04-Mar-16,4
04-Mar-16,1
04-Mar-16,5
04-Mar-16,53
04-Mar-16,3
04-Mar-16,42
04-Mar-16,117
04-Mar-16,21
04-Mar-16,2
04-Mar-16,23
04-Mar-16,15
04-Mar-16,10
04-Mar-16,1
04-Mar-16,4
04-Mar-16,33
04-Mar-16,130
04-Mar-16,1
04-Mar-16,24
04-Mar-16,58
04-Mar-16,1
04-Mar-16,42
04-Mar-16,7
04-Mar-16,7
04-Mar-16,1
04-Mar-16,23
04-Mar-16,73
04-Mar-16,795
04-Mar-16,3
04-Mar-16,44
04-Mar-16,10
04-Mar-16,52
04-Mar-16,3
04-Mar-16,295
04-Mar-16,4
04-Mar-16,14
03-Mar-16,1
03-Mar-16,522
03-Mar-16,46
03-Mar-16,3
03-Mar-16,38
03-Mar-16,1956
03-Mar-16,1
03-Mar-16,2
03-Mar-16,35
03-Mar-16,15
03-Mar-16,25
03-Mar-16,30
03-Mar-16,282
03-Mar-16,17
03-Mar-16,13
03-Mar-16,1
03-Mar-16,2
03-Mar-16,1
03-Mar-16,53
03-Mar-16,3
03-Mar-16,13
03-Mar-16,540
03-Mar-16,58
03-Mar-16,9
03-Mar-16,125
03-Mar-16,1
03-Mar-16,1
03-Mar-16,2
03-Mar-16,187
03-Mar-16,31
03-Mar-16,31
03-Mar-16,59
03-Mar-16,12
03-Mar-16,966
03-Mar-16,60
03-Mar-16,2
03-Mar-16,165
03-Mar-16,11
03-Mar-16,3
03-Mar-16,2
03-Mar-16,46
03-Mar-16,79
03-Mar-16,123
03-Mar-16,11
03-Mar-16,31
03-Mar-16,21
03-Mar-16,137
03-Mar-16,480
03-Mar-16,4
03-Mar-16,24
03-Mar-16,6
03-Mar-16,15
03-Mar-16,141
03-Mar-16,8
03-Mar-16,4
03-Mar-16,6
03-Mar-16,1
03-Mar-16,3
03-Mar-16,4
03-Mar-16,4
03-Mar-16,3
03-Mar-16,3
03-Mar-16,3
03-Mar-16,2
03-Mar-16,48
03-Mar-16,55
03-Mar-16,3
03-Mar-16,1
03-Mar-16,54
03-Mar-16,91
03-Mar-16,156
03-Mar-16,2
03-Mar-16,795
02-Mar-16,36
02-Mar-16,40
02-Mar-16,15
02-Mar-16,47
02-Mar-16,5
02-Mar-16,27
02-Mar-16,138
02-Mar-16,1
02-Mar-16,3
02-Mar-16,24
02-Mar-16,155
02-Mar-16,1716
02-Mar-16,56
02-Mar-16,4
02-Mar-16,77
02-Mar-16,251
02-Mar-16,24
02-Mar-16,31
02-Mar-16,3
02-Mar-16,103
02-Mar-16,16
02-Mar-16,22
02-Mar-16,2
02-Mar-16,585
02-Mar-16,924
02-Mar-16,1
02-Mar-16,400
02-Mar-16,106
02-Mar-16,11
02-Mar-16,54
02-Mar-16,17
02-Mar-16,6
02-Mar-16,3
02-Mar-16,31
02-Mar-16,2
02-Mar-16,2
02-Mar-16,2
02-Mar-16,2
02-Mar-16,125
02-Mar-16,9
02-Mar-16,8
02-Mar-16,3
02-Mar-16,7
02-Mar-16,31
02-Mar-16,46
02-Mar-16,61
02-Mar-16,690
02-Mar-16,60
02-Mar-16,1
02-Mar-16,1
02-Mar-16,123
02-Mar-16,1
02-Mar-16,50
02-Mar-16,15
02-Mar-16,8
02-Mar-16,2
02-Mar-16,9
02-Mar-16,8
02-Mar-16,7
02-Mar-16,37
02-Mar-16,2
02-Mar-16,6
02-Mar-16,78
02-Mar-16,54
02-Mar-16,488
02-Mar-16,8
02-Mar-16,2
02-Mar-16,1
01-Mar-16,31
01-Mar-16,158
01-Mar-16,3
01-Mar-16,144
01-Mar-16,1
01-Mar-16,1
01-Mar-16,7
01-Mar-16,121
01-Mar-16,5
01-Mar-16,36
01-Mar-16,5
01-Mar-16,26
01-Mar-16,3
01-Mar-16,1
01-Mar-16,4
01-Mar-16,10
01-Mar-16,18
01-Mar-16,2
01-Mar-16,43
01-Mar-16,1
01-Mar-16,70
01-Mar-16,15
01-Mar-16,47
01-Mar-16,4
01-Mar-16,3
01-Mar-16,2
01-Mar-16,31
01-Mar-16,52
01-Mar-16,33
01-Mar-16,1
01-Mar-16,4
01-Mar-16,549
01-Mar-16,49
01-Mar-16,59
01-Mar-16,38
01-Mar-16,3
01-Mar-16,2
01-Mar-16,7
01-Mar-16,1728
01-Mar-16,3
01-Mar-16,420
01-Mar-16,2
01-Mar-16,3
01-Mar-16,7
01-Mar-16,68
01-Mar-16,6
01-Mar-16,48
01-Mar-16,1
01-Mar-16,19
01-Mar-16,21
01-Mar-16,23
01-Mar-16,24
01-Mar-16,144
01-Mar-16,92
01-Mar-16,840
01-Mar-16,2
01-Mar-16,119
01-Mar-16,1
01-Mar-16,248
01-Mar-16,1
01-Mar-16,5
01-Mar-16,8
01-Mar-16,1
01-Mar-16,32
01-Mar-16,812
01-Mar-16,45
01-Mar-16,522
01-Mar-16,2
01-Mar-16,4
01-Mar-16,143
01-Mar-16,1
01-Mar-16,1
01-Mar-16,31
01-Mar-16,133
01-Mar-16,11
01-Mar-16,8
01-Mar-16,2
01-Mar-16,8
29-Feb-16,5
29-Feb-16,3
29-Feb-16,40
29-Feb-16,1
29-Feb-16,4
29-Feb-16,10
29-Feb-16,3
